Üniversite,Bölüm,İmam Hatip Sayısı,İmam Hatip Oranı,URL
"RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","16","% 19,5","https://yokatlas.yok.gov.tr/lisans.php?y=108790055"
"SAKARYA ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","13","% 12,6","https://yokatlas.yok.gov.tr/lisans.php?y=108810774"
"SELÇUK ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","19","% 18,4","https://yokatlas.yok.gov.tr/lisans.php?y=108910401"
"SİVAS CUMHURİYET ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","9","% 14,5","https://yokatlas.yok.gov.tr/lisans.php?y=102690294"
"SÜLEYMAN DEMİREL ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","8","% 7,8","https://yokatlas.yok.gov.tr/lisans.php?y=109210759"
"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","5","% 4,9","https://yokatlas.yok.gov.tr/lisans.php?y=107990101"
"TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","5","% 6,9","https://yokatlas.yok.gov.tr/lisans.php?y=104390160"
"TRABZON ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","14","% 11,4","https://yokatlas.yok.gov.tr/lisans.php?y=112110777"
"TÜRK-ALMAN ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","12","% 14,6","https://yokatlas.yok.gov.tr/lisans.php?y=109610013"
"TÜRK-ALMAN ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","2","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=109610049"
"YALOVA ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","10","% 8,1","https://yokatlas.yok.gov.tr/lisans.php?y=109910091"
"YOZGAT BOZOK ÜNİVERSİTESİ  (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","7","% 22,6","https://yokatlas.yok.gov.tr/lisans.php?y=102390201"
"ALTINBAŞ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202990407"
"ALTINBAŞ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202990400"
"ALTINBAŞ ÜNİVERSİTESİ (UOLP-Köln Üniversitesi) (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202910736"
"ALTINBAŞ ÜNİVERSİTESİ (UOLP-Köln Üniversitesi) (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202910799"
"ANKARA BİLİM ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209510039"
"ANKARA BİLİM ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 4,7","https://yokatlas.yok.gov.tr/lisans.php?y=209510124"
"ANKARA MEDİPOL ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 0,9","https://yokatlas.yok.gov.tr/lisans.php?y=209210060"
"ANKARA MEDİPOL ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","6","% 27,3","https://yokatlas.yok.gov.tr/lisans.php?y=209210059"
"ANTALYA BİLİM ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","6","% 5,2","https://yokatlas.yok.gov.tr/lisans.php?y=206410650"
"ANTALYA BİLİM ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","2","% 10,5","https://yokatlas.yok.gov.tr/lisans.php?y=206410660"
"ATILIM ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200290295"
"ATILIM ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200210582"
"ATILIM ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","10","% 6,6","https://yokatlas.yok.gov.tr/lisans.php?y=200290215"
"BAHÇEŞEHİR ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200511559"
"BAHÇEŞEHİR ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200511568"
"BAHÇEŞEHİR ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","2","% 3,8","https://yokatlas.yok.gov.tr/lisans.php?y=200590236"
"BAŞKENT ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200610278"
"BAŞKENT ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200611328"
"BAŞKENT ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=200690533"
"ÇAĞ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 3,8","https://yokatlas.yok.gov.tr/lisans.php?y=201010245"
"ÇAĞ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","6","% 4,7","https://yokatlas.yok.gov.tr/lisans.php?y=201010254"
"ÇANKAYA ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=201110086"
"ÇANKAYA ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","4","% 3,0","https://yokatlas.yok.gov.tr/lisans.php?y=201110695"
"DOĞUŞ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 23,1","https://yokatlas.yok.gov.tr/lisans.php?y=201210588"
"DOĞUŞ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","4","% 4,9","https://yokatlas.yok.gov.tr/lisans.php?y=201290453"
"FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","8","% 38,1","https://yokatlas.yok.gov.tr/lisans.php?y=201410295"
"FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","26","% 20,5","https://yokatlas.yok.gov.tr/lisans.php?y=201490136"
"HASAN KALYONCU ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 4,0","https://yokatlas.yok.gov.tr/lisans.php?y=201610424"
"HASAN KALYONCU ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","2","% 1,7","https://yokatlas.yok.gov.tr/lisans.php?y=201610433"
"HASAN KALYONCU ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=201650248"
"İBN HALDUN ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","11","% 68,8","https://yokatlas.yok.gov.tr/lisans.php?y=208610015"
"İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 4,2","https://yokatlas.yok.gov.tr/lisans.php?y=202111106"
"İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202111115"
"İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 0,8","https://yokatlas.yok.gov.tr/lisans.php?y=202111124"
"İSTANBUL 29 MAYIS ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","11","% 42,3","https://yokatlas.yok.gov.tr/lisans.php?y=202210338"
"İSTANBUL 29 MAYIS ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","37","% 28,7","https://yokatlas.yok.gov.tr/lisans.php?y=202210339"
"İSTANBUL AYDIN ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=202410502"
"İSTANBUL AYDIN ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","6","% 4,7","https://yokatlas.yok.gov.tr/lisans.php?y=202410511"
"İSTANBUL BEYKENT ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210301417"
"İSTANBUL BEYKENT ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","2","% 4,4","https://yokatlas.yok.gov.tr/lisans.php?y=210301424"
"İSTANBUL BİLGİ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202510167"
"İSTANBUL BİLGİ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 1,5","https://yokatlas.yok.gov.tr/lisans.php?y=202511102"
"İSTANBUL GEDİK ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","4","% 30,8","https://yokatlas.yok.gov.tr/lisans.php?y=201790218"
"İSTANBUL GEDİK ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","2","% 7,4","https://yokatlas.yok.gov.tr/lisans.php?y=201790259"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 4,3","https://yokatlas.yok.gov.tr/lisans.php?y=203010187"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","2","% 1,6","https://yokatlas.yok.gov.tr/lisans.php?y=203090173"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203010178"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","15","% 15,5","https://yokatlas.yok.gov.tr/lisans.php?y=203110256"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","6","% 25,0","https://yokatlas.yok.gov.tr/lisans.php?y=203110211"
"İSTANBUL OKAN ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 27,3","https://yokatlas.yok.gov.tr/lisans.php?y=204711051"
"İSTANBUL OKAN ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","2","% 8,0","https://yokatlas.yok.gov.tr/lisans.php?y=204711069"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","11","% 45,8","https://yokatlas.yok.gov.tr/lisans.php?y=203210731"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","45","% 36,0","https://yokatlas.yok.gov.tr/lisans.php?y=203210749"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 30,0","https://yokatlas.yok.gov.tr/lisans.php?y=203211487"
"İSTANBUL TİCARET ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","13","% 10,8","https://yokatlas.yok.gov.tr/lisans.php?y=203410368"
"İSTANBUL TİCARET ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203410077"
"İSTANBUL TİCARET ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","4","% 18,2","https://yokatlas.yok.gov.tr/lisans.php?y=203410086"
"İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ (%25 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","2","% 3,0","https://yokatlas.yok.gov.tr/lisans.php?y=206290205"
"İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206210634"
"İZMİR EKONOMİ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203510791"
"İZMİR EKONOMİ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203510807"
"KADİR HAS ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203710083"
"KADİR HAS ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 1,8","https://yokatlas.yok.gov.tr/lisans.php?y=203710708"
"KOÇ ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 1,1","https://yokatlas.yok.gov.tr/lisans.php?y=203910787"
"KOÇ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 4,0","https://yokatlas.yok.gov.tr/lisans.php?y=203910796"
"KOÇ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203910832"
"KTO KARATAY ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","5","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=204010015"
"KTO KARATAY ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 13,0","https://yokatlas.yok.gov.tr/lisans.php?y=204010024"
"KTO KARATAY ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","6","% 12,8","https://yokatlas.yok.gov.tr/lisans.php?y=204010033"
"MALTEPE ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204111939"
"MALTEPE ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 16,7","https://yokatlas.yok.gov.tr/lisans.php?y=204111948"
"MALTEPE ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204190427"
"MEF ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 1,7","https://yokatlas.yok.gov.tr/lisans.php?y=207210358"
"MEF ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=207210331"
"NUH NACİ YAZGAN ÜNİVERSİTESİ (%25 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 4,3","https://yokatlas.yok.gov.tr/lisans.php?y=204610541"
"NUH NACİ YAZGAN ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 20,0","https://yokatlas.yok.gov.tr/lisans.php?y=204610464"
"NUH NACİ YAZGAN ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204610471"
"ÖZYEĞİN ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204810219"
"ÖZYEĞİN ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 6,3","https://yokatlas.yok.gov.tr/lisans.php?y=204810228"
"PİRİ REİS ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204950395"
"PİRİ REİS ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204950396"
"PİRİ REİS ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 8,1","https://yokatlas.yok.gov.tr/lisans.php?y=204950398"
"TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205410265"
"TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 17,6","https://yokatlas.yok.gov.tr/lisans.php?y=205410283"
"TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","4","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=205410362"
"UFUK ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205850563"
"UFUK ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 3,1","https://yokatlas.yok.gov.tr/lisans.php?y=205850570"
"UFUK ÜNİVERSİTESİ  (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205850633"
"YAŞAR ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206010487"
"YAŞAR ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206010503"
"YAŞAR ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 1,0","https://yokatlas.yok.gov.tr/lisans.php?y=206090394"
"YEDİTEPE ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206111969"
"YEDİTEPE ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206111951"
"YEDİTEPE ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 1,3","https://yokatlas.yok.gov.tr/lisans.php?y=206111978"
"ADA KENT ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=301410027"
"ADA KENT ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=301410038"
"DOĞU AKDENİZ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","2","% 7,7","https://yokatlas.yok.gov.tr/lisans.php?y=300190423"
"DOĞU AKDENİZ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 3,0","https://yokatlas.yok.gov.tr/lisans.php?y=300110334"
"DOĞU AKDENİZ ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 2,9","https://yokatlas.yok.gov.tr/lisans.php?y=300110325"
"GİRNE AMERİKAN ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300212259"
"GİRNE AMERİKAN ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300211843"
"GİRNE AMERİKAN ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300211094"
"GİRNE ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300710655"
"GİRNE ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300710222"
"KIBRIS AYDIN ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=302000185"
"KIBRIS AYDIN ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=302000192"
"LEFKE AVRUPA ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","3","% 3,2","https://yokatlas.yok.gov.tr/lisans.php?y=300390252"
"LEFKE AVRUPA ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","4","% 8,5","https://yokatlas.yok.gov.tr/lisans.php?y=300311357"
"ULUSLARARASI FİNAL ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=301390050"
"ULUSLARARASI FİNAL ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=301390051"
"ULUSLARARASI FİNAL ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=301390049"
"ULUSLARARASI KIBRIS ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300410773"
"ULUSLARARASI KIBRIS ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=300410588"
"ULUSLARARASI KIBRIS ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300410579"
"YAKIN DOĞU ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=300513148"
"YAKIN DOĞU ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=300510312"
"TİRAN NEW YORK ÜNİVERSİTESİ (Ücretli) (5 Yıllık)
(Hukuk ve Sosyal Bilimler Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=409900108"
"TİRAN NEW YORK ÜNİVERSİTESİ (%50 İndirimli) (5 Yıllık)
(Hukuk ve Sosyal Bilimler Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=409900129"
"TİRAN NEW YORK ÜNİVERSİTESİ (%25 İndirimli) (5 Yıllık)
(Hukuk ve Sosyal Bilimler Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=409900136"
"ULUSLARARASI BALKAN ÜNİVERSİTESİ (%25 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=409610832"
"ULUSLARARASI BALKAN ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=409610825"
"ULUSLARARASI BALKAN ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=409610818"
