Üniversite,Bölüm,İmam Hatip Sayısı,İmam Hatip Oranı,URL
"AMASYA ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","3","% 3,7","https://yokatlas.yok.gov.tr/lisans.php?y=100910285"
"ANKARA ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","5","% 1,5","https://yokatlas.yok.gov.tr/lisans.php?y=101110775"
"ANKARA ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=101190208"
"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(Tıp Fakültesi)","TIP","9","% 6,7","https://yokatlas.yok.gov.tr/lisans.php?y=110010014"
"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","10","% 5,0","https://yokatlas.yok.gov.tr/lisans.php?y=110010174"
"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ (İngilizce) (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=110090144"
"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=110010271"
"ATATÜRK ÜNİVERSİTESİ (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=101411213"
"ATATÜRK ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","14","% 8,5","https://yokatlas.yok.gov.tr/lisans.php?y=101410524"
"ATATÜRK ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(Tıp Fakültesi)","TIP","7","% 10,4","https://yokatlas.yok.gov.tr/lisans.php?y=101410993"
"AYDIN ADNAN MENDERES ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","8","% 3,3","https://yokatlas.yok.gov.tr/lisans.php?y=100310158"
"BALIKESİR ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","7","% 4,0","https://yokatlas.yok.gov.tr/lisans.php?y=101510435"
"BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=110670170"
"BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","4","% 5,6","https://yokatlas.yok.gov.tr/lisans.php?y=101990051"
"BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","11","% 5,9","https://yokatlas.yok.gov.tr/lisans.php?y=100110257"
"BURSA ULUDAĞ ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","11","% 4,7","https://yokatlas.yok.gov.tr/lisans.php?y=109710366"
"BURSA ULUDAĞ ÜNİVERSİTESİ (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=109790388"
"ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","6","% 3,2","https://yokatlas.yok.gov.tr/lisans.php?y=102710324"
"ÇUKUROVA ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","9","% 3,8","https://yokatlas.yok.gov.tr/lisans.php?y=102910376"
"ÇUKUROVA ÜNİVERSİTESİ (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=102910888"
"DİCLE ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","15","% 5,3","https://yokatlas.yok.gov.tr/lisans.php?y=103010213"
"DOKUZ EYLÜL ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","5","% 1,7","https://yokatlas.yok.gov.tr/lisans.php?y=103110557"
"DÜZCE ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","15","% 10,4","https://yokatlas.yok.gov.tr/lisans.php?y=103310097"
"EGE ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103410457"
"ERCİYES ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","19","% 6,6","https://yokatlas.yok.gov.tr/lisans.php?y=103510411"
"ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","20","% 13,0","https://yokatlas.yok.gov.tr/lisans.php?y=103610101"
"ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","6","% 2,2","https://yokatlas.yok.gov.tr/lisans.php?y=103810277"
"FIRAT ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","13","% 5,5","https://yokatlas.yok.gov.tr/lisans.php?y=103910364"
"GAZİ ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","14","% 4,5","https://yokatlas.yok.gov.tr/lisans.php?y=104110836"
"GAZİ ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(Tıp Fakültesi)","TIP","3","% 2,9","https://yokatlas.yok.gov.tr/lisans.php?y=104111234"
"GAZİ ÜNİVERSİTESİ (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=104111976"
"GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","5","% 5,9","https://yokatlas.yok.gov.tr/lisans.php?y=111210046"
"GAZİANTEP ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","8","% 4,2","https://yokatlas.yok.gov.tr/lisans.php?y=104210192"
"GAZİANTEP ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(Tıp Fakültesi)","TIP","4","% 5,9","https://yokatlas.yok.gov.tr/lisans.php?y=104210402"
"GİRESUN ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","9","% 6,0","https://yokatlas.yok.gov.tr/lisans.php?y=104510189"
"HACETTEPE ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","1","% 0,4","https://yokatlas.yok.gov.tr/lisans.php?y=104810617"
"HACETTEPE ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=104810626"
"HACETTEPE ÜNİVERSİTESİ (İngilizce) (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=104890264"
"HARRAN ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","8","% 4,7","https://yokatlas.yok.gov.tr/lisans.php?y=105010164"
"HATAY MUSTAFA KEMAL ÜNİVERSİTESİ  (6 Yıllık)
(Tayfur Ata Sökmen Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=107710169"
"HİTİT ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","8","% 5,6","https://yokatlas.yok.gov.tr/lisans.php?y=105110136"
"İNÖNÜ ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(Tıp Fakültesi)","TIP","2","% 2,5","https://yokatlas.yok.gov.tr/lisans.php?y=105310301"
"İNÖNÜ ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","18","% 9,1","https://yokatlas.yok.gov.tr/lisans.php?y=105310567"
"İSTANBUL MEDENİYET ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","16","% 7,9","https://yokatlas.yok.gov.tr/lisans.php?y=105410063"
"İSTANBUL MEDENİYET ÜNİVERSİTESİ (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=105410196"
"İSTANBUL ÜNİVERSİTESİ (İngilizce) (KKTC Uyruklu) (6 Yıllık)
(İstanbul Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=105690477"
"İSTANBUL ÜNİVERSİTESİ  (6 Yıllık)
(İstanbul Tıp Fakültesi)","TIP","13","% 4,4","https://yokatlas.yok.gov.tr/lisans.php?y=105610634"
"İSTANBUL ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(İstanbul Tıp Fakültesi)","TIP","4","% 6,0","https://yokatlas.yok.gov.tr/lisans.php?y=105611589"
"İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA  (6 Yıllık)
(Cerrahpaşa Tıp Fakültesi)","TIP","16","% 5,8","https://yokatlas.yok.gov.tr/lisans.php?y=111610016"
"İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA (İngilizce) (6 Yıllık)
(Cerrahpaşa Tıp Fakültesi)","TIP","4","% 6,0","https://yokatlas.yok.gov.tr/lisans.php?y=111610025"
"İZMİR BAKIRÇAY ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","1","% 1,2","https://yokatlas.yok.gov.tr/lisans.php?y=112910023"
"İZMİR DEMOKRASİ ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=111110175"
"İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","2","% 0,9","https://yokatlas.yok.gov.tr/lisans.php?y=105710015"
"İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=105710245"
"KAFKAS ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","4","% 3,5","https://yokatlas.yok.gov.tr/lisans.php?y=105910207"
"KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","6","% 4,1","https://yokatlas.yok.gov.tr/lisans.php?y=106010188"
"KARABÜK ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","8","% 6,0","https://yokatlas.yok.gov.tr/lisans.php?y=106110415"
"KARADENİZ TEKNİK ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","16","% 13,0","https://yokatlas.yok.gov.tr/lisans.php?y=106290421"
"KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","9","% 11,0","https://yokatlas.yok.gov.tr/lisans.php?y=106390056"
"KASTAMONU ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","10","% 8,8","https://yokatlas.yok.gov.tr/lisans.php?y=106410518"
"KIRIKKALE ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","5","% 3,0","https://yokatlas.yok.gov.tr/lisans.php?y=106610234"
"KIRIKKALE ÜNİVERSİTESİ (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=106610543"
"KIRKLARELİ ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","3","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=106770727"
"KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","4","% 2,8","https://yokatlas.yok.gov.tr/lisans.php?y=100610331"
"KOCAELİ ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","11","% 4,1","https://yokatlas.yok.gov.tr/lisans.php?y=106910479"
"KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","12","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=111410405"
"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","6","% 5,3","https://yokatlas.yok.gov.tr/lisans.php?y=111570309"
"MANİSA CELÂL BAYAR ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","7","% 2,8","https://yokatlas.yok.gov.tr/lisans.php?y=102510186"
"MANİSA CELÂL BAYAR ÜNİVERSİTESİ (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=102510529"
"MARDİN ARTUKLU ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","2","% 3,2","https://yokatlas.yok.gov.tr/lisans.php?y=107190123"
"MARMARA ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(Tıp Fakültesi)","TIP","7","% 3,1","https://yokatlas.yok.gov.tr/lisans.php?y=107210695"
"MERSİN ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","6","% 2,5","https://yokatlas.yok.gov.tr/lisans.php?y=107410366"
"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","3","% 1,9","https://yokatlas.yok.gov.tr/lisans.php?y=107610416"
"NECMETTİN ERBAKAN ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","46","% 18,7","https://yokatlas.yok.gov.tr/lisans.php?y=107090382"
"NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","12","% 10,2","https://yokatlas.yok.gov.tr/lisans.php?y=108110569"
"ONDOKUZ MAYIS ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","7","% 4,0","https://yokatlas.yok.gov.tr/lisans.php?y=108210365"
"ONDOKUZ MAYIS ÜNİVERSİTESİ (İngilizce) (6 Yıllık)
(Tıp Fakültesi)","TIP","1","% 1,5","https://yokatlas.yok.gov.tr/lisans.php?y=108210868"
"ONDOKUZ MAYIS ÜNİVERSİTESİ (İngilizce) (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=108290390"
"ORDU ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","11","% 8,5","https://yokatlas.yok.gov.tr/lisans.php?y=108310161"
"PAMUKKALE ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","13","% 5,1","https://yokatlas.yok.gov.tr/lisans.php?y=108610352"
"PAMUKKALE ÜNİVERSİTESİ (KKTC Uyruklu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=108610767"
"RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","17","% 11,0","https://yokatlas.yok.gov.tr/lisans.php?y=108710112"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ  (6 Yıllık)
(Hamidiye Tıp Fakültesi)","TIP","10","% 10,8","https://yokatlas.yok.gov.tr/lisans.php?y=111010083"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Ankara) (6 Yıllık)
(Gülhane Tıp Fakültesi)","TIP","5","% 3,2","https://yokatlas.yok.gov.tr/lisans.php?y=111010223"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Ankara) (Erkek) (Milli Savunma Bakanlığı Adına) (6 Yıllık)
(Gülhane Tıp Fakültesi)","TIP","14","% 12,4","https://yokatlas.yok.gov.tr/lisans.php?y=111010232"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Ankara) (Kız) (Milli Savunma Bakanlığı Adına) (6 Yıllık)
(Gülhane Tıp Fakültesi)","TIP","1","% 9,1","https://yokatlas.yok.gov.tr/lisans.php?y=111010241"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Ankara) (Erkek) (İçişleri Bakanlığı Adına) (6 Yıllık)
(Gülhane Tıp Fakültesi)","TIP","1","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=111010259"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (İstanbul) (Erkek) (Milli Savunma Bakanlığı Adına) (6 Yıllık)
(Hamidiye Tıp Fakültesi)","TIP","9","% 8,7","https://yokatlas.yok.gov.tr/lisans.php?y=111091169"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ  (6 Yıllık)
(Hamidiye Uluslararası Tıp Fakültesi)","TIP","10","% 14,9","https://yokatlas.yok.gov.tr/lisans.php?y=111091170"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ  (6 Yıllık)
(Adana Tıp Fakültesi)","TIP","2","% 3,2","https://yokatlas.yok.gov.tr/lisans.php?y=111091391"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ  (6 Yıllık)
(Erzurum Tıp Fakültesi)","TIP","8","% 12,9","https://yokatlas.yok.gov.tr/lisans.php?y=111091392"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ  (6 Yıllık)
(Bursa Tıp Fakültesi)","TIP","7","% 11,3","https://yokatlas.yok.gov.tr/lisans.php?y=111091395"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ  (6 Yıllık)
(İzmir Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=111091397"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ  (6 Yıllık)
(Kayseri Tıp Fakültesi)","TIP","2","% 3,2","https://yokatlas.yok.gov.tr/lisans.php?y=111091426"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (Ankara) (Kız) (İçişleri Bakanlığı Adına) (6 Yıllık)
(Gülhane Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=111091430"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (UOLP-Uluslararası Saraybosna Üniversitesi) (Burslu) (6 Yıllık)
(Saraybosna Uluslararası Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=111091509"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (UOLP-Uluslararası Saraybosna Üniversitesi) (Ücretli) (6 Yıllık)
(Saraybosna Uluslararası Tıp Fakültesi)","TIP","1","% 20,0","https://yokatlas.yok.gov.tr/lisans.php?y=111091516"
"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ (UOLP-Uluslararası Saraybosna Üniversitesi) (%50 İndirimli) (6 Yıllık)
(Saraybosna Uluslararası Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=111091523"
"SAKARYA ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","21","% 12,0","https://yokatlas.yok.gov.tr/lisans.php?y=108810474"
"SAMSUN ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","7","% 8,5","https://yokatlas.yok.gov.tr/lisans.php?y=112771085"
"SELÇUK ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","18","% 7,6","https://yokatlas.yok.gov.tr/lisans.php?y=108910719"
"SİİRT ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","2","% 4,9","https://yokatlas.yok.gov.tr/lisans.php?y=109090052"
"SİVAS CUMHURİYET ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","17","% 8,3","https://yokatlas.yok.gov.tr/lisans.php?y=102610388"
"SÜLEYMAN DEMİREL ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","10","% 4,4","https://yokatlas.yok.gov.tr/lisans.php?y=109210441"
"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","3","% 2,2","https://yokatlas.yok.gov.tr/lisans.php?y=107910097"
"TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","15","% 9,7","https://yokatlas.yok.gov.tr/lisans.php?y=104310164"
"TRABZON ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","9","% 14,5","https://yokatlas.yok.gov.tr/lisans.php?y=112190319"
"TRAKYA ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","4","% 1,7","https://yokatlas.yok.gov.tr/lisans.php?y=109410227"
"UŞAK ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","6","% 4,7","https://yokatlas.yok.gov.tr/lisans.php?y=109810577"
"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","4","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=110210269"
"YALOVA ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","5","% 9,6","https://yokatlas.yok.gov.tr/lisans.php?y=109970323"
"YOZGAT BOZOK ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","12","% 9,8","https://yokatlas.yok.gov.tr/lisans.php?y=102310152"
"ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ  (6 Yıllık)
(Tıp Fakültesi)","TIP","9","% 5,1","https://yokatlas.yok.gov.tr/lisans.php?y=110310144"
"ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İngilizce) (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200110071"
"ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200190144"
"ALTINBAŞ ÜNİVERSİTESİ (İngilizce) (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202910763"
"ALTINBAŞ ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","2","% 5,7","https://yokatlas.yok.gov.tr/lisans.php?y=202990302"
"ANKARA MEDİPOL ÜNİVERSİTESİ (İngilizce) (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","2","% 15,4","https://yokatlas.yok.gov.tr/lisans.php?y=209210050"
"ANKARA MEDİPOL ÜNİVERSİTESİ (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","1","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=209210053"
"ANKARA MEDİPOL ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","3","% 5,1","https://yokatlas.yok.gov.tr/lisans.php?y=209210051"
"ANKARA MEDİPOL ÜNİVERSİTESİ (%50 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","3","% 3,9","https://yokatlas.yok.gov.tr/lisans.php?y=209210054"
"ATILIM ÜNİVERSİTESİ (İngilizce) (Ücretli) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200290140"
"ATILIM ÜNİVERSİTESİ (İngilizce) (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200290141"
"ATILIM ÜNİVERSİTESİ (İngilizce) (%25 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","1","% 2,2","https://yokatlas.yok.gov.tr/lisans.php?y=200290142"
"BAHÇEŞEHİR ÜNİVERSİTESİ (İngilizce) (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200511241"
"BAHÇEŞEHİR ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200511259"
"BAŞKENT ÜNİVERSİTESİ (Ücretli) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200610657"
"BAŞKENT ÜNİVERSİTESİ (%50 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200610666"
"BAŞKENT ÜNİVERSİTESİ (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200611488"
"BAŞKENT ÜNİVERSİTESİ (İngilizce) (Ücretli) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200690357"
"BAŞKENT ÜNİVERSİTESİ (İngilizce) (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200690358"
"BAŞKENT ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200690359"
"BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","2","% 10,5","https://yokatlas.yok.gov.tr/lisans.php?y=200910027"
"BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ (%50 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","4","% 3,6","https://yokatlas.yok.gov.tr/lisans.php?y=200910036"
"BİRUNİ ÜNİVERSİTESİ (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=207610354"
"BİRUNİ ÜNİVERSİTESİ (İngilizce) (Burslu) (6 Yıllık)
(Tıp Fakültesi)","TIP","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=207650947"
"BİRUNİ ÜNİVERSİTESİ (%50 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","3","% 3,5","https://yokatlas.yok.gov.tr/lisans.php?y=207610451"
"BİRUNİ ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (6 Yıllık)
(Tıp Fakültesi)","TIP","7","% 8,2","https://yokatlas.yok.gov.tr/lisans.php?y=207650948"
